WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAttendances,Average20182019,PercentVariation
20200126,S08000016,,All ages,d,All,d,548,570.5,-3.9
20200126,S08000016,,All ages,d,Female,,286,292.5,-2.2
20200126,S08000016,,All ages,d,Male,,253,269.5,-6.1
20200126,S08000017,,Under 5,,All,d,80,69,15.9
20200126,S08000017,,5 - 14,,All,d,78,66,18.2
20200126,S08000017,,15 - 44,,All,d,262,261,0.4
20200126,S08000017,,45 - 64,,All,d,171,170.5,0.3
20200126,S08000017,,65 - 74,,All,d,85,88,-3.4
20200126,S08000017,,75 - 84,,All,d,79,79.5,-0.6
20200126,S08000017,,85 and over,,All,d,56,46.5,20.4
20200126,S08000017,,All ages,d,All,d,827,796,3.9
20200126,S08000017,,All ages,d,Female,,389,394.5,-1.4
20200126,S08000017,,All ages,d,Male,,422,386,9.3
20200126,S08000019,,Under 5,,All,d,81,86.5,-6.4
20200126,S08000019,,5 - 14,,All,d,91,88,3.4
20200126,S08000019,,15 - 44,,All,d,459,428.5,7.1
20200126,S08000019,,45 - 64,,All,d,288,257,12.1
20200126,S08000019,,65 - 74,,All,d,121,122.5,-1.2
20200126,S08000019,,75 - 84,,All,d,137,108,26.9
20200126,S08000019,,85 and over,,All,d,59,60,-1.7
20200126,S08000019,,All ages,d,All,d,1245,1195,4.2
20200126,S08000019,,All ages,d,Female,,602,563,6.9
20200126,S08000019,,All ages,d,Male,,634,587.5,7.9
20200126,S08000020,,Under 5,,All,d,182,162.5,12
20200126,S08000020,,5 - 14,,All,d,213,212.5,0.2
20200126,S08000020,,15 - 44,,All,d,721,655,10.1
20200126,S08000020,,45 - 64,,All,d,389,354,9.9
20200126,S08000020,,65 - 74,,All,d,174,153,13.7
20200126,S08000020,,75 - 84,,All,d,164,149.5,9.7
20200126,S08000020,,85 and over,,All,d,88,95.5,-7.9
20200126,S08000020,,All ages,d,All,d,1965,1831.5,7.3
20200126,S08000020,,All ages,d,Female,,870,828.5,5
20200126,S08000020,,All ages,d,Male,,1061,953.5,11.3
20200126,S08000022,,Under 5,,All,d,61,52,17.3
20200126,S08000022,,5 - 14,,All,d,101,80,26.2
20200126,S08000022,,15 - 44,,All,d,335,367,-8.7
20200126,S08000022,,45 - 64,,All,d,252,246.5,2.2
20200126,S08000022,,65 - 74,,All,d,108,110,-1.8
20200126,S08000022,,75 - 84,,All,d,92,95.5,-3.7
20200126,S08000022,,85 and over,,All,d,59,49.5,19.2
20200126,S08000022,,All ages,d,All,d,1043,1041,0.2
20200126,S08000022,,All ages,d,Female,,476,487.5,-2.4
20200126,S08000022,,All ages,d,Male,,532,513,3.7
20200126,S08000024,,Under 5,,All,d,608,627,-3
20200126,S08000024,,5 - 14,,All,d,595,555.5,7.1
20200126,S08000024,,15 - 44,,All,d,1505,1375.5,9.4
20200126,S08000024,,45 - 64,,All,d,835,789,5.8
20200126,S08000024,,65 - 74,,All,d,329,303,8.6
20200126,S08000024,,75 - 84,,All,d,322,290.5,10.8
20200126,S08000024,,85 and over,,All,d,199,184,8.2
20200126,S08000024,,All ages,d,All,d,4539,4265,6.4
20200126,S08000024,,All ages,d,Female,,2173,2058.5,5.6
20200126,S08000024,,All ages,d,Male,,2220,2066,7.5
20200126,S08000025,,Under 5,,All,d,6,6,-0
20200126,S08000025,,5 - 14,,All,d,17,6,183.3
20200126,S08000025,,15 - 44,,All,d,26,33,-21.2
20200126,S08000025,,45 - 64,,All,d,27,30.5,-11.5
20200126,S08000025,,65 - 74,,All,d,10,14.5,-31
20200126,S08000025,,75 - 84,,All,d,21,15,40
20200126,S08000025,,85 and over,,All,d,5,5,-0
20200126,S08000025,,All ages,d,All,d,112,110.5,1.4
20200126,S08000025,,All ages,d,Female,,39,53,-26.4
20200126,S08000025,,All ages,d,Male,,73,57,28.1
20200126,S08000026,,Under 5,,All,d,5,13.5,-63
20200126,S08000026,,5 - 14,,All,d,20,11.5,73.9
20200126,S08000026,,15 - 44,,All,d,43,43.5,-1.1
20200126,S08000026,,45 - 64,,All,d,26,25.5,2
20200126,S08000026,,65 - 74,,All,d,12,11.5,4.3
20200126,S08000026,,75 - 84,,All,d,8,12,-33.3
20200126,S08000026,,85 and over,,All,d,13,6,116.7
20200126,S08000026,,All ages,d,All,d,127,130,-2.3
20200126,S08000026,,All ages,d,Female,,70,55,27.3
20200126,S08000026,,All ages,d,Male,,57,68.5,-16.8
20200126,S08000028,,Under 5,,All,d,10,7.5,33.3
20200126,S08000028,,5 - 14,,All,d,11,9,22.2
20200126,S08000028,,15 - 44,,All,d,32,30,6.7
20200126,S08000028,,45 - 64,,All,d,23,23,-0
20200126,S08000028,,65 - 74,,All,d,16,13,23.1
20200126,S08000028,,75 - 84,,All,d,18,11,63.6
20200126,S08000028,,85 and over,,All,d,10,12,-16.7
20200126,S08000028,,All ages,d,All,d,120,110,9.1
20200126,S08000028,,All ages,d,Female,,56,51.5,8.7
20200126,S08000028,,All ages,d,Male,,64,54,18.5
20200126,S08000029,,Under 5,,All,d,81,80,1.2
20200126,S08000029,,5 - 14,,All,d,140,105,33.3
20200126,S08000029,,15 - 44,,All,d,487,449,8.5
20200126,S08000029,,45 - 64,,All,d,263,288.5,-8.8
20200126,S08000029,,65 - 74,,All,d,123,115,7
20200126,S08000029,,75 - 84,,All,d,128,106,20.8
20200126,S08000029,,85 and over,,All,d,59,66.5,-11.3
20200126,S08000029,,All ages,d,All,d,1289,1220.5,5.6
20200126,S08000029,,All ages,d,Female,,673,618.5,8.8
20200126,S08000029,,All ages,d,Male,,608,591.5,2.8
20200126,S08000030,,Under 5,,All,d,99,91,8.8
20200126,S08000030,,5 - 14,,All,d,147,127.5,15.3
20200126,S08000030,,15 - 44,,All,d,517,506,2.2
20200126,S08000030,,45 - 64,,All,d,311,294.5,5.6
20200126,S08000030,,65 - 74,,All,d,123,127,-3.1
20200126,S08000030,,75 - 84,,All,d,116,112,3.6
20200126,S08000030,,85 and over,,All,d,73,72,1.4
20200126,S08000030,,All ages,d,All,d,1413,1339.5,5.5
20200126,S08000030,,All ages,d,Female,,646,640.5,0.9
20200126,S08000030,,All ages,d,Male,,740,689.5,7.3
20200126,S08000031,,Under 5,,All,d,804,844.5,-4.8
20200126,S08000031,,5 - 14,,All,d,742,709.5,4.6
20200126,S08000031,,15 - 44,,All,d,2490,2363.5,5.4
20200126,S08000031,,45 - 64,,All,d,1486,1464,1.5
20200126,S08000031,,65 - 74,,All,d,589,560.5,5.1
20200126,S08000031,,75 - 84,,All,d,508,513.5,-1.1
20200126,S08000031,,85 and over,,All,d,322,282.5,14
20200126,S08000031,,All ages,d,All,d,7060,6851.5,3
20200126,S08000031,,All ages,d,Female,,3454,3340,3.4
20200126,S08000031,,All ages,d,Male,,3487,3398,2.6
20200126,S08000032,,Under 5,,All,d,197,211.5,-6.9
20200126,S08000032,,5 - 14,,All,d,323,298.5,8.2
20200126,S08000032,,15 - 44,,All,d,1401,1352,3.6
20200126,S08000032,,45 - 64,,All,d,919,1009,-8.9
20200126,S08000032,,65 - 74,,All,d,393,469,-16.2
20200126,S08000032,,75 - 84,,All,d,403,400.5,0.6
20200126,S08000032,,85 and over,,All,d,187,186.5,0.3
20200126,S08000032,,All ages,d,All,d,3848,3954,-2.7
20200126,S08000032,,All ages,d,Female,,1959,1949.5,0.5
20200126,S08000032,,All ages,d,Male,,1864,1977.5,-5.7
20200126,S92000003,d,Under 5,,All,d,2445,2474,-1.2
20200126,S92000003,d,5 - 14,,All,d,2761,2529,9.2
20200126,S92000003,d,15 - 44,,All,d,9120,8710.5,4.7
20200126,S92000003,d,45 - 64,,All,d,5531,5516.5,0.3
20200126,S92000003,d,65 - 74,,All,d,2355,2353,0.1
20200126,S92000003,d,75 - 84,,All,d,2247,2142,4.9
20200126,S92000003,d,85 and over,,All,d,1286,1217.5,5.6
20200126,S92000003,d,All ages,d,All,d,26183,25433.5,2.9
20200126,S92000003,d,All ages,d,Female,,12677,12332,2.8
20200126,S92000003,d,All ages,d,Male,,13068,12610.5,3.6
20200202,S08000015,,Under 5,,All,d,190,211.5,-10.2
20200202,S08000015,,5 - 14,,All,d,239,230,3.9
20200202,S08000015,,15 - 44,,All,d,701,683,2.6
20200202,S08000015,,45 - 64,,All,d,429,428,0.2
20200202,S08000015,,65 - 74,,All,d,216,206.5,4.6
20200202,S08000015,,75 - 84,,All,d,159,177,-10.2
20200202,S08000015,,85 and over,,All,d,96,86,11.6
20200202,S08000015,,All ages,d,All,d,2048,2037,0.5
20200202,S08000015,,All ages,d,Female,,983,1005,-2.2
20200202,S08000015,,All ages,d,Male,,1047,1017,2.9
20200202,S08000016,,Under 5,,All,d,38,19,100
20200202,S08000016,,5 - 14,,All,d,36,37,-2.7
20200202,S08000016,,15 - 44,,All,d,170,148,14.9
20200202,S08000016,,45 - 64,,All,d,136,120,13.3
20200202,S08000016,,65 - 74,,All,d,86,71.5,20.3
20200202,S08000016,,75 - 84,,All,d,77,67,14.9
20200202,S08000016,,85 and over,,All,d,52,44,18.2
20200202,S08000016,,All ages,d,All,d,597,512.5,16.5
20200202,S08000016,,All ages,d,Female,,299,249,20.1
20200202,S08000016,,All ages,d,Male,,296,257.5,15
20200202,S08000017,,Under 5,,All,d,76,75,1.3
20200202,S08000017,,5 - 14,,All,d,84,82.5,1.8
20200202,S08000017,,15 - 44,,All,d,248,276,-10.1
20200202,S08000017,,45 - 64,,All,d,173,176,-1.7
20200202,S08000017,,65 - 74,,All,d,85,101,-15.8
20200202,S08000017,,75 - 84,,All,d,95,77.5,22.6
20200202,S08000017,,85 and over,,All,d,64,49,30.6
20200202,S08000017,,All ages,d,All,d,842,840.5,0.2
20200202,S08000017,,All ages,d,Female,,407,429,-5.1
20200202,S08000017,,All ages,d,Male,,418,408,2.5
20200202,S08000019,,Under 5,,All,d,85,86,-1.2
20200202,S08000019,,5 - 14,,All,d,88,84,4.8
20200202,S08000019,,15 - 44,,All,d,414,413,0.2
20200202,S08000019,,45 - 64,,All,d,269,255,5.5
20200202,S08000019,,65 - 74,,All,d,124,108,14.8
20200202,S08000019,,75 - 84,,All,d,110,114,-3.5
20200202,S08000019,,85 and over,,All,d,68,62.5,8.8
20200202,S08000019,,All ages,d,All,d,1171,1162.5,0.7
20200202,S08000019,,All ages,d,Female,,588,526,11.8
20200202,S08000019,,All ages,d,Male,,570,596.5,-4.4
20200202,S08000020,,Under 5,,All,d,169,158,7
20200202,S08000020,,5 - 14,,All,d,217,215,0.9
20200202,S08000020,,15 - 44,,All,d,761,699.5,8.8
20200202,S08000020,,45 - 64,,All,d,417,381.5,9.3
20200202,S08000020,,65 - 74,,All,d,181,155.5,16.4
20200202,S08000020,,75 - 84,,All,d,160,151.5,5.6
20200202,S08000020,,85 and over,,All,d,95,83,14.5
20200202,S08000020,,All ages,d,All,d,2039,1898,7.4
20200202,S08000020,,All ages,d,Female,,983,894.5,9.9
20200202,S08000020,,All ages,d,Male,,1017,949.5,7.1
20200202,S08000022,,Under 5,,All,d,55,56,-1.8
20200202,S08000022,,5 - 14,,All,d,116,101.5,14.3
20200202,S08000022,,15 - 44,,All,d,394,390.5,0.9
20200202,S08000022,,45 - 64,,All,d,227,244.5,-7.2
20200202,S08000022,,65 - 74,,All,d,117,108.5,7.8
20200202,S08000022,,75 - 84,,All,d,123,111.5,10.3
20200202,S08000022,,85 and over,,All,d,65,57.5,13
20200202,S08000022,,All ages,d,All,d,1128,1118,0.9
20200202,S08000022,,All ages,d,Female,,538,512,5.1
20200202,S08000022,,All ages,d,Male,,559,558,0.2
20200202,S08000024,,Under 5,,All,d,572,659.5,-13.3
20200202,S08000024,,5 - 14,,All,d,573,559.5,2.4
20200202,S08000024,,15 - 44,,All,d,1518,1418,7.1
20200202,S08000024,,45 - 64,,All,d,839,782,7.3
20200202,S08000024,,65 - 74,,All,d,362,317,14.2
20200202,S08000024,,75 - 84,,All,d,310,300.5,3.2
20200202,S08000024,,85 and over,,All,d,208,181.5,14.6
20200202,S08000024,,All ages,d,All,d,4565,4339,5.2
20200202,S08000024,,All ages,d,Female,,2235,2124,5.2
20200202,S08000024,,All ages,d,Male,,2147,2094,2.5
20200202,S08000025,,Under 5,,All,d,7,6,16.7
20200202,S08000025,,5 - 14,,All,d,7,10,-30
20200202,S08000025,,15 - 44,,All,d,40,44,-9.1
20200202,S08000025,,45 - 64,,All,d,30,27.5,9.1
20200202,S08000025,,65 - 74,,All,d,14,10.5,33.3
20200202,S08000025,,75 - 84,,All,d,16,14,14.3
20200202,S08000025,,85 and over,,All,d,10,9,11.1
20200202,S08000025,,All ages,d,All,d,125,123.5,1.2
20200202,S08000025,,All ages,d,Female,,60,56.5,6.2
20200202,S08000025,,All ages,d,Male,,64,64.5,-0.8
20200202,S08000026,,Under 5,,All,d,21,8.5,147.1
20200202,S08000026,,5 - 14,,All,d,14,15.5,-9.7
20200202,S08000026,,15 - 44,,All,d,41,42.5,-3.5
20200202,S08000026,,45 - 64,,All,d,31,37.5,-17.3
20200202,S08000026,,65 - 74,,All,d,21,16.5,27.3
20200202,S08000026,,75 - 84,,All,d,15,13.5,11.1
20200202,S08000026,,85 and over,,All,d,8,9,-11.1
20200202,S08000026,,All ages,d,All,d,159,153,3.9
20200202,S08000026,,All ages,d,Female,,82,67,22.4
20200202,S08000026,,All ages,d,Male,,69,76,-9.2
20200202,S08000028,,Under 5,,All,d,7,10.5,-33.3
20200202,S08000028,,5 - 14,,All,d,13,15,-13.3
20200202,S08000028,,15 - 44,,All,d,28,33.5,-16.4
20200202,S08000028,,45 - 64,,All,d,31,34,-8.8
20200202,S08000028,,65 - 74,,All,d,16,17,-5.9
20200202,S08000028,,75 - 84,,All,d,19,18,5.6
20200202,S08000028,,All ages,d,All,d,119,138,-13.8
20200202,S08000028,,All ages,d,Female,,56,74.5,-24.8
20200202,S08000028,,All ages,d,Male,,62,60.5,2.5
20200202,S08000029,,Under 5,,All,d,106,95.5,11
20200202,S08000029,,5 - 14,,All,d,127,108.5,17.1
20200202,S08000029,,15 - 44,,All,d,433,466,-7.1
20200202,S08000029,,45 - 64,,All,d,268,258.5,3.7
20200202,S08000029,,65 - 74,,All,d,95,112,-15.2
20200202,S08000029,,75 - 84,,All,d,127,113,12.4
20200202,S08000029,,85 and over,,All,d,80,68.5,16.8
20200202,S08000029,,All ages,d,All,d,1252,1234,1.5
20200202,S08000029,,All ages,d,Female,,618,583,6
20200202,S08000029,,All ages,d,Male,,618,639,-3.3
20200202,S08000030,,Under 5,,All,d,105,88,19.3
20200202,S08000030,,5 - 14,,All,d,138,127.5,8.2
20200202,S08000030,,15 - 44,,All,d,565,562,0.5
20200202,S08000030,,45 - 64,,All,d,288,279,3.2
20200202,S08000030,,65 - 74,,All,d,144,111.5,29.1
20200202,S08000030,,75 - 84,,All,d,99,119.5,-17.2
20200202,S08000030,,85 and over,,All,d,96,85.5,12.3
20200202,S08000030,,All ages,d,All,d,1457,1377.5,5.8
20200202,S08000030,,All ages,d,Female,,702,646,8.7
20200202,S08000030,,All ages,d,Male,,733,727,0.8
20200202,S08000031,,Under 5,,All,d,775,846.5,-8.4
20200202,S08000031,,5 - 14,,All,d,672,693,-3
20200202,S08000031,,15 - 44,,All,d,2352,2411.5,-2.5
20200202,S08000031,,45 - 64,,All,d,1404,1449,-3.1
20200202,S08000031,,65 - 74,,All,d,572,527.5,8.4
20200202,S08000031,,75 - 84,,All,d,542,526.5,2.9
20200202,S08000031,,85 and over,,All,d,335,299,12
20200202,S08000031,,All ages,d,All,d,6772,6803.5,-0.5
20200202,S08000031,,All ages,d,Female,,3218,3343.5,-3.8
20200202,S08000031,,All ages,d,Male,,3434,3409.5,0.7
20200202,S08000032,,Under 5,,All,d,196,202.5,-3.2
20200202,S08000032,,5 - 14,,All,d,304,316,-3.8
20200202,S08000032,,15 - 44,,All,d,1395,1401.5,-0.5
20200202,S08000032,,45 - 64,,All,d,1027,979.5,4.8
20200202,S08000032,,65 - 74,,All,d,424,426.5,-0.6
20200202,S08000032,,75 - 84,,All,d,406,371,9.4
20200202,S08000032,,85 and over,,All,d,194,190.5,1.8
20200202,S08000032,,All ages,d,All,d,3976,3916.5,1.5
20200202,S08000032,,All ages,d,Female,,2010,1979,1.6
20200202,S08000032,,All ages,d,Male,,1936,1908.5,1.4
20200202,S92000003,d,Under 5,,All,d,2402,2522.5,-4.8
20200202,S92000003,d,5 - 14,,All,d,2628,2595,1.3
20200202,S92000003,d,15 - 44,,All,d,9060,8989,0.8
20200202,S92000003,d,45 - 64,,All,d,5569,5452,2.1
20200202,S92000003,d,65 - 74,,All,d,2457,2289.5,7.3
20200202,S92000003,d,75 - 84,,All,d,2258,2174.5,3.8
20200202,S92000003,d,85 and over,,All,d,1375,1232,11.6
20200202,S92000003,d,All ages,d,All,d,26250,25653.5,2.3
20200202,S92000003,d,All ages,d,Female,,12779,12489,2.3
20200202,S92000003,d,All ages,d,Male,,12970,12765.5,1.6
20200209,S08000015,,Under 5,,All,d,177,214,-17.3
20200209,S08000015,,5 - 14,,All,d,209,212.5,-1.6
20200209,S08000015,,15 - 44,,All,d,638,682.5,-6.5
20200209,S08000015,,45 - 64,,All,d,390,423.5,-7.9
20200209,S08000015,,65 - 74,,All,d,205,193,6.2
20200209,S08000015,,75 - 84,,All,d,178,176,1.1
20200209,S08000015,,85 and over,,All,d,82,112.5,-27.1
20200209,S08000015,,All ages,d,All,d,1897,2020,-6.1
20200209,S08000015,,All ages,d,Female,,933,995,-6.2
20200209,S08000015,,All ages,d,Male,,946,1019,-7.2
20200209,S08000016,,Under 5,,All,d,30,25.5,17.6
20200209,S08000016,,5 - 14,,All,d,41,41,-0
20200209,S08000016,,15 - 44,,All,d,159,166.5,-4.5
20200209,S08000016,,45 - 64,,All,d,141,141.5,-0.4
20200209,S08000016,,65 - 74,,All,d,70,78.5,-10.8
20200209,S08000016,,75 - 84,,All,d,67,74,-9.5
20200209,S08000016,,85 and over,,All,d,55,54,1.9
20200209,S08000016,,All ages,d,All,d,569,584,-2.6
20200209,S08000016,,All ages,d,Female,,286,298.5,-4.2
20200209,S08000016,,All ages,d,Male,,277,282.5,-1.9
20200209,S08000017,,Under 5,,All,d,69,83,-16.9
20200209,S08000017,,5 - 14,,All,d,74,94,-21.3
20200209,S08000017,,15 - 44,,All,d,273,293,-6.8
20200209,S08000017,,45 - 64,,All,d,170,183,-7.1
20200209,S08000017,,65 - 74,,All,d,89,94,-5.3
20200209,S08000017,,75 - 84,,All,d,92,82,12.2
20200209,S08000017,,85 and over,,All,d,59,43,37.2
20200209,S08000017,,All ages,d,All,d,838,872.5,-4
20200209,S08000017,,All ages,d,Female,,439,444,-1.1
20200209,S08000017,,All ages,d,Male,,387,428,-9.6
20200209,S08000019,,Under 5,,All,d,98,80.5,21.7
20200209,S08000019,,5 - 14,,All,d,110,88.5,24.3
20200209,S08000019,,15 - 44,,All,d,416,413,0.7
20200209,S08000019,,45 - 64,,All,d,256,262.5,-2.5
20200209,S08000019,,65 - 74,,All,d,125,114,9.6
20200209,S08000019,,75 - 84,,All,d,135,100.5,34.3
20200209,S08000019,,85 and over,,All,d,71,42.5,67.1
20200209,S08000019,,All ages,d,All,d,1231,1152,6.9
20200209,S08000019,,All ages,d,Female,,591,522,13.2
20200209,S08000019,,All ages,d,Male,,620,579.5,7
20200209,S08000020,,Under 5,,All,d,154,161.5,-4.6
20200209,S08000020,,5 - 14,,All,d,242,189.5,27.7
20200209,S08000020,,15 - 44,,All,d,706,706.5,-0.1
20200209,S08000020,,45 - 64,,All,d,386,419,-7.9
20200209,S08000020,,65 - 74,,All,d,200,167,19.8
20200209,S08000020,,75 - 84,,All,d,140,143.5,-2.4
20200209,S08000020,,85 and over,,All,d,95,96,-1
20200209,S08000020,,All ages,d,All,d,1963,1934.5,1.5
20200209,S08000020,,All ages,d,Female,,950,913,4.1
20200209,S08000020,,All ages,d,Male,,973,970,0.3
20200209,S08000022,,Under 5,,All,d,62,60.5,2.5
20200209,S08000022,,5 - 14,,All,d,113,95,18.9
20200209,S08000022,,15 - 44,,All,d,388,386.5,0.4
20200209,S08000022,,45 - 64,,All,d,249,257.5,-3.3
20200209,S08000022,,65 - 74,,All,d,107,122,-12.3
20200209,S08000022,,75 - 84,,All,d,98,92,6.5
20200209,S08000022,,85 and over,,All,d,55,56,-1.8
20200209,S08000022,,All ages,d,All,d,1116,1111,0.5
20200209,S08000022,,All ages,d,Female,,516,501,3
20200209,S08000022,,All ages,d,Male,,556,568.5,-2.2
20200209,S08000024,,Under 5,,All,d,604,686.5,-12
20200209,S08000024,,5 - 14,,All,d,534,565,-5.5
20200209,S08000024,,15 - 44,,All,d,1532,1413.5,8.4
20200209,S08000024,,45 - 64,,All,d,873,803,8.7
20200209,S08000024,,65 - 74,,All,d,319,331.5,-3.8
20200209,S08000024,,75 - 84,,All,d,284,310.5,-8.5
20200209,S08000024,,85 and over,,All,d,196,176,11.4
20200209,S08000024,,All ages,d,All,d,4542,4434.5,2.4
20200209,S08000024,,All ages,d,Female,,2195,2113.5,3.9
20200209,S08000024,,All ages,d,Male,,2147,2172.5,-1.2
20200209,S08000025,,Under 5,,All,d,12,4.5,166.7
20200209,S08000025,,5 - 14,,All,d,16,8,100
20200209,S08000025,,15 - 44,,All,d,31,40,-22.5
20200209,S08000025,,45 - 64,,All,d,30,24,25
20200209,S08000025,,65 - 74,,All,d,13,15.5,-16.1
20200209,S08000025,,75 - 84,,All,d,14,17,-17.6
20200209,S08000025,,85 and over,,All,d,12,9.5,26.3
20200209,S08000025,,All ages,d,All,d,129,119.5,7.9
20200209,S08000025,,All ages,d,Female,,63,59.5,5.9
20200209,S08000025,,All ages,d,Male,,65,59,10.2
20200209,S08000026,,Under 5,,All,d,17,15.5,9.7
20200209,S08000026,,5 - 14,,All,d,19,15,26.7
20200209,S08000026,,15 - 44,,All,d,48,58,-17.2
20200209,S08000026,,45 - 64,,All,d,31,29.5,5.1
20200209,S08000026,,65 - 74,,All,d,13,20,-35
20200209,S08000026,,75 - 84,,All,d,13,10,30
20200209,S08000026,,85 and over,,All,d,7,9,-22.2
20200209,S08000026,,All ages,d,All,d,148,163,-9.2
20200209,S08000026,,All ages,d,Female,,72,72.5,-0.7
20200209,S08000026,,All ages,d,Male,,76,84.5,-10.1
20200209,S08000028,,Under 5,,All,d,8,5,60
20200209,S08000028,,15 - 44,,All,d,26,35,-25.7
20200209,S08000028,,45 - 64,,All,d,27,25,8
20200209,S08000028,,65 - 74,,All,d,13,15.5,-16.1
20200209,S08000028,,75 - 84,,All,d,13,11,18.2
20200209,S08000028,,85 and over,,All,d,11,7.5,46.7
20200209,S08000028,,All ages,d,All,d,102,109,-6.4
20200209,S08000028,,All ages,d,Female,,53,49,8.2
20200209,S08000028,,All ages,d,Male,,49,58,-15.5
20200209,S08000029,,Under 5,,All,d,99,94.5,4.8
20200209,S08000029,,5 - 14,,All,d,134,118.5,13.1
20200209,S08000029,,15 - 44,,All,d,482,425.5,13.3
20200209,S08000029,,45 - 64,,All,d,318,258,23.3
20200209,S08000029,,65 - 74,,All,d,117,131,-10.7
20200209,S08000029,,75 - 84,,All,d,115,113,1.8
20200209,S08000029,,85 and over,,All,d,66,66.5,-0.8
20200209,S08000029,,All ages,d,All,d,1348,1215,10.9
20200209,S08000029,,All ages,d,Female,,666,609.5,9.3
20200209,S08000029,,All ages,d,Male,,665,597.5,11.3
20200209,S08000030,,Under 5,,All,d,96,115,-16.5
20200209,S08000030,,5 - 14,,All,d,170,129.5,31.3
20200209,S08000030,,15 - 44,,All,d,556,592.5,-6.2
20200209,S08000030,,45 - 64,,All,d,297,275.5,7.8
20200209,S08000030,,65 - 74,,All,d,129,128.5,0.4
20200209,S08000030,,75 - 84,,All,d,117,117,-0
20200209,S08000030,,85 and over,,All,d,79,76,3.9
20200209,S08000030,,All ages,d,All,d,1474,1434.5,2.8
20200209,S08000030,,All ages,d,Female,,709,687,3.2
20200209,S08000030,,All ages,d,Male,,735,747,-1.6
20200209,S08000031,,Under 5,,All,d,723,876.5,-17.5
20200209,S08000031,,5 - 14,,All,d,643,700,-8.1
20200209,S08000031,,15 - 44,,All,d,2383,2499.5,-4.7
20200209,S08000031,,45 - 64,,All,d,1406,1444.5,-2.7
20200209,S08000031,,65 - 74,,All,d,578,573,0.9
20200209,S08000031,,75 - 84,,All,d,531,515.5,3
20200209,S08000031,,85 and over,,All,d,292,287.5,1.6
20200209,S08000031,,All ages,d,All,d,6701,6904.5,-2.9
20200209,S08000031,,All ages,d,Female,,3323,3394,-2.1
20200209,S08000031,,All ages,d,Male,,3233,3502.5,-7.7
20200209,S08000032,,Under 5,,All,d,236,228.5,3.3
20200209,S08000032,,5 - 14,,All,d,329,343,-4.1
20200209,S08000032,,15 - 44,,All,d,1428,1430,-0.1
20200209,S08000032,,45 - 64,,All,d,966,1017.5,-5.1
20200209,S08000032,,65 - 74,,All,d,453,417,8.6
20200209,S08000032,,75 - 84,,All,d,353,377,-6.4
20200209,S08000032,,85 and over,,All,d,181,180,0.6
20200209,S08000032,,All ages,d,All,d,3990,4021,-0.8
20200209,S08000032,,All ages,d,Female,,1994,2023,-1.4
20200209,S08000032,,All ages,d,Male,,1952,1970,-0.9
20200209,S92000003,d,Under 5,,All,d,2385,2651,-10
20200209,S92000003,d,5 - 14,,All,d,2638,2607.5,1.2
20200209,S92000003,d,15 - 44,,All,d,9066,9142,-0.8
20200209,S92000003,d,45 - 64,,All,d,5540,5564,-0.4
20200209,S92000003,d,65 - 74,,All,d,2431,2400.5,1.3
20200209,S92000003,d,75 - 84,,All,d,2150,2139,0.5
20200209,S92000003,d,85 and over,,All,d,1261,1216,3.7
20200209,S92000003,d,All ages,d,All,d,26048,26075,-0.1
20200209,S92000003,d,All ages,d,Female,,12790,12681.5,0.9
20200209,S92000003,d,All ages,d,Male,,12681,13038.5,-2.7
20200216,S08000015,,Under 5,,All,d,151,228,-33.8
20200216,S08000015,,5 - 14,,All,d,149,186,-19.9
20200216,S08000015,,15 - 44,,All,d,607,708.5,-14.3
20200216,S08000015,,45 - 64,,All,d,418,454.5,-8
20200216,S08000015,,65 - 74,,All,d,191,203,-5.9
20200216,S08000015,,75 - 84,,All,d,195,168.5,15.7
20200216,S08000015,,85 and over,,All,d,82,103,-20.4
20200216,S08000015,,All ages,d,All,d,1811,2065,-12.3
20200216,S08000015,,All ages,d,Female,,919,1009.5,-9
20200216,S08000015,,All ages,d,Male,,874,1042,-16.1
20200216,S08000016,,Under 5,,All,d,16,25.5,-37.3
20200216,S08000016,,5 - 14,,All,d,28,39.5,-29.1
20200216,S08000016,,15 - 44,,All,d,166,164,1.2
20200216,S08000016,,45 - 64,,All,d,124,128.5,-3.5
20200216,S08000016,,65 - 74,,All,d,95,67.5,40.7
